1,-3,0,1 # A3 x^3-3x+1 r=3
-1,3,0,1 # A3 -x^3+3x+1 r=1
-1,-3,0,1 # S3 x^3-3x-1 r=3
-1,-4,0,1 # S3 x^3-4x-1 r=3
-2,-4,0,1 # S3 x^3-4x-2 r=3
-1,-5,0,1 # S3 x^3-5x-1 r=3
-3,-5,0,1 # S3 x^3-5x-3 r=3
-1,-6,0,1 # S3 x^3-6x-1 r=3
-2,-6,0,1 # S3 x^3-6x-2 r=3
-3,-6,0,1 # S3 x^3-6x-3 r=3
-1,-7,0,1 # S3 x^3-7x-1 r=3
-2,-7,0,1 # S3 x^3-7x-2 r=3
-3,-7,0,1 # S3 x^3-7x-3 r=3
-4,-7,0,1 # S3 x^3-7x-4 r=3
-5,-7,0,1 # S3 x^3-7x-5 r=3
-7,-7,0,1 # S3 x^3-7x-7 r=3
-1,-8,0,1 # S3 x^3-8x-1 r=3
-2,-8,0,1 # S3 x^3-8x-2 r=3
-4,-8,0,1 # S3 x^3-8x-4 r=3
-5,-8,0,1 # S3 x^3-8x-5 r=3
-6,-8,0,1 # S3 x^3-8x-6 r=3
18512595721,0,-72541817148,0,103087338570,0,-74226453414,0,30773676105,0,-7814914236,0,1256155507,0,-130186442,0,8764824,0,-379746,0,10193,0,-154,0,1 # comp 6x4 (6*4) r=24
38165174122983273,403486535574689148,1277890840638838404,1578628051530181596,765991440351909729,-62035435408059792,-228526828574940950,-92909191453072908,-7425497666079733,5698744388921640,2022472188880248,205969119995328,-28529087724234,-9923804337072,-794401113356,65265748576,17304068803,960454012,-61893612,-10939644,-430687,15712,2098,76,1 # comp 6x4 (6*4) r=24
737842380867187,1186531171085951,-773531449706231,-2169145466283363,-410993281894141,1185511637067299,665650199959882,-138018132322097,-205924454087330,-41273955880928,14122164891903,7257752253601,585676909878,-266818966449,-65919312101,-869427016,1527492643,189023118,-4223689,-2648566,-185660,3478,1114,57,1 # comp 8x3 (8*3) r=24
2596945639842228832128,2790236419181356656384,611458812633277181520,-301558824069618885768,-122253750788942101791,12502332308853363048,9063395047507266690,-226797913311657360,-389176844597724487,1673613734612528,10928784979222116,-54846862953792,-208364419537624,3117604507000,2695006443854,-76794036416,-22960785274,1000881984,119758512,-7360768,-313216,29040,76,-48,1 # comp 2x12 (2*12) r=24
-50578843427392895975,-100104730359171033600,1840245767307744000,85956088532764090880,27731844557327261776,-17043960458777907224,-7159830387743246124,1128372184361076390,646269451638945106,-21189522815782916,-26594352162433648,-210124438447658,594118097647050,11706239738212,-7897718665307,-154171591826,64658230509,954238560,-324937686,-2972284,964658,4268,-1535,-2,1 # comp 12x2 (12*2) r=24
970950201556585221,387191373757912026,-10973000320598482992,-4347855892178588376,4214826820699588347,1371448020210050808,-578161561754722988,-176060858260314614,36442832558847938,11873755208611324,-1096884570477694,-461537565032744,10696483994333,10682678584408,249062455838,-144638773760,-8711167888,1028812942,106347962,-2178446,-587263,-13766,1076,64,1 # comp 12x2 (12*2) r=24
-10170537953962572,-27411888992895324,47399502753177930,177589678800079902,99997579252770975,-62954799572701728,-70008137587877340,-9530817127195968,9471240086895246,3845377682692804,116304518250738,-216562239011850,-45143975981813,399321619782,1303366735500,162543206152,-2599981248,-2458244946,-225434594,-1634010,1256661,113926,4872,108,1 # comp 12x2 (12*2) r=24
18245199252569963071,100175418087296965628,180054363632211857326,131594983130681572764,30174624694723762063,-8928294070589511296,-5116569378745575976,-235623926888094512,249071304428310068,37740023235816916,-4797077208271302,-1398775745923244,4069257059459,24784980650592,1349706864728,-219743365808,-23113844852,709563276,172294630,2740044,-583825,-26776,508,56,1 # comp 3x8 (3*8) r=24
818670103634279815,-196519345745254745,-970905060456101550,50861193404131754,408586247716000895,45803543779123303,-68577294577132192,-14994394048036012,4670349965995831,1537133994237210,-115687216333189,-75759387901258,-1605424094135,2001926143860,160762552189,-27620835296,-3892550825,141419094,44921288,877027,-240677,-13642,334,45,1 # comp 8x3 (8*3) r=24
240072160032832,-852354644219904,-1884352217219840,7464904155091968,-4290306173031104,-3980135334867456,4037505281088320,-55523496483840,-718050900196064,50949696696576,71515804396960,-2014913377920,-4555179325816,-226206126912,165035404456,23239394880,-2011729511,-723415008,-46730908,4657056,1061554,87648,3940,96,1 # comp 4x6 (4*6) r=24
-4160371620360798,444766852082587608,1819388603990462556,3147045245084379996,3042183921407162146,1792678258099125544,641666097249461605,117938006048342340,-2690232325072184,-6730211975854738,-1358448207083451,-24637090664354,32840359580825,4832563426432,-55261658119,-77486879904,-5807394626,352903110,69498608,1550878,-281759,-18074,155,42,1 # comp 6x4 (6*4) r=24
95284312165432,136082326874720,-1213980795324800,1207395352456176,405393766816328,-1094582776287508,370336447245004,191114738302756,-155427905974280,17386391794084,15036083837442,-5596288896752,201814470696,261437854506,-52758460808,-643692451,1436554219,-156819042,-6015244,2496020,-160280,-4772,1138,-57,1 # comp 3x8 (3*8) r=24
645466244292000572310673,653029100314436125682916,236223715544280840172041,20538346470039865756646,-9526185982737678343745,-2751798274422659068496,-83238536047431498418,68793497677168242462,9668401480342753008,-406517619220856608,-193548619891117536,-9203471607643044,1626795774149261,191905579531892,-2816837034100,-1504437102380,-53966842643,5193257716,431080476,-1832906,-1245851,-35394,992,68,1 # comp 4x6 (4*6) r=24
788544,0,-61215296,0,1253129440,0,-2784584040,0,2422822041,0,-1085003572,0,279135458,0,-43294312,0,4108859,0,-236304,0,7914,0,-140,0,1 # comp 4x6 (4*6) r=24
-204939056443376,891606688930944,211299826835904,-5349749492033792,6285419268278912,470939977465728,-2418254003485504,383288764697536,335916952381096,-93158809303360,-19353452267616,8712914301600,196827499176,-397380096896,26641720320,8834385008,-1209204711,-73709880,20984668,-383352,-153014,9672,260,-40,1 # comp 6x4 (6*4) r=24
-8504092748864133118817,-1391242954433007928994,2046112921224475900510,479022871963012472304,-172783755643012158487,-57476673490853723396,5152092970725280852,3306671204827175948,80741423970872455,-100165750756920226,-9759405454051530,1514966997463688,283510002941763,-5176209575964,-4016790939266,-180489449756,26624109253,2832609294,-19111144,-15596168,-691145,17444,2506,84,1 # comp 3x8 (3*8) r=24
52405687835005817536,130504530489906330912,117199954199431192564,37022849081588622900,-6598338410220658591,-6211323305909995536,-305556203987358968,431477021441773728,41141994905948304,-18998554863366156,-1659974165792438,585454545075168,31276552058524,-12512866330308,-172693586518,175957908816,-3955011175,-1478870352,84093280,5749608,-626942,3432,1604,-72,1 # comp 12x2 (12*2) r=24
-48773700437970240256,219861521788177618944,-220142540925726451712,15364733080469596160,85125416421926760000,-45531893643687792896,3388766588387770304,4327041174937451712,-1530917173956467568,101289653696234464,54693951749781904,-15414514894369856,1259675076563580,152995193049280,-49078986991900,5048303528380,-109156603722,-34841873010,5164420795,-393065450,19309725,-635866,13661,-174,1 # comp 2x12 (2*12) r=24
163622898189,819623456460,1439587307892,738260470140,-818596673736,-1222434832680,-281798721662,420652133660,298466957933,-3267341000,-73687456540,-24527096280,4260387399,4604696460,842745506,-194365380,-115906322,-17749500,1421650,1071700,212009,23540,1578,60,1 # comp 12x2 (12*2) r=24
16926283299728314017880,55053460910940953655744,84424008513179591196536,81307588733696858529696,55259609507635078937204,28227899024223724253168,11269191377133350837572,3608766513809488820400,943933182120197974670,204269163644154238944,36901677961291386446,5598735913791041664,715959950402019791,77276595000010780,7034963162999485,538615310001620,34497572792600,1833186593644,79854764261,2802544936,77271434,1611160,23875,224,1 # comp 8x3 (8*3) r=24
46026275070954384,-300166611788053728,171115736356037664,1000105932122020656,721411282867457520,-7105046958152928,-226612651328608244,-107937663447986868,-14312344898186743,4462416330266070,2006562168843096,236508700521498,-24495562268853,-10113005526678,-883672451156,59510766016,17824538452,1055331958,-58458120,-11218194,-463153,14458,2080,76,1 # comp 6x4 (6*4) r=24
18216804578927053,-2631700432921260979,3402118658747998176,1241949096844330666,-3400071787226222329,1324042054290598541,217713704362446239,-248896481361429782,38203823793688321,9741354769682925,-3487815404019577,84115577137060,95220743287279,-11133915553974,-841330272194,225124914773,-4561853108,-1831896048,127250069,4590974,-757700,14671,1285,-69,1 # comp 3x8 (3*8) r=24
-83758193158602521,174210510974762989663,64637386232040919026,-144275992288224683049,-5662275573550720809,30637910478134131649,-1456006627221199570,-2796446856809031056,238642498374968997,130342724196283491,-13646750427730902,-3367890905110012,385959204647552,50922498166150,-6038560795920,-465888970110,55023801822,2588093075,-295997749,-8413976,918261,14484,-1506,-10,1 # comp 4x6 (4*6) r=24
42849,0,-21321792,0,155188548,0,-396410868,0,449966826,0,-255914964,0,80539218,0,-14966100,0,1696005,0,-117624,0,4842,0,-108,0,1 # comp 4x6 (4*6) r=24
8445435301660704025,-110270134452346814400,532001800255934590320,-1295315161597804956960,1894494647351645717924,-1839352506689770637240,1262566878292730880754,-639670217007390090720,246736087987355618134,-74139636068102793400,17654204954451599534,-3373824205963569480,522150865600428279,-65833091799498120,6782919506157558,-571303501114080,39236417245963,-2184444867600,97610914820,-3446999000,93957795,-1905640,27062,-240,1 # comp 2x12 (2*12) r=24
337883097131511347616,-533962849909543066656,-177111226876822836336,611281302055617456856,-200700795794290573440,-95578995460527522456,70106770257242902028,-10175453876741509080,-2974971034874962476,1265036820241501518,-126647708428558080,-18579951598299642,6268874263924755,-576241266203208,-17738927382798,9430381212870,-977180127309,41062165254,1041086448,-245893158,15928605,-590284,13386,-174,1 # comp 6x4 (6*4) r=24
201025829362882887499,421053007214392977672,252998216074081467159,-1835325709563018816,-41195210020211198124,-5159984363711093826,3005602695947503844,462665963973319614,-136641277454727132,-19726816426081218,4337407080528780,488107604824488,-99049620746047,-7134839312976,1600845546186,53196037758,-17509171044,-9936342,119978291,-3158370,-439599,22932,471,-54,1 # comp 4x6 (4*6) r=24
74625572531737,-1194786714275652,-1785707118962706,3602166400577356,5174112838465633,-369660902580652,-1988640826821886,-287578281033840,291845653874154,75849561597004,-18070885861866,-7468393868796,260263609601,353924314012,20890843454,-8228876512,-1055783846,74972804,19336842,280604,-148271,-9012,278,40,1 # comp 4x6 (4*6) r=24
-36938028103291556,21715078800721104,74004131221651080,-39143377067621756,-47537399416040794,23179088680258762,11453605978931825,-5024815652438640,-1410440771445069,517810617311220,107570143018168,-29065055728964,-5434348391262,922700984392,180497124606,-15625368804,-3769966188,98360052,45986484,741680,-283300,-13690,541,52,1 # comp 3x8 (3*8) r=24
10995307179771709072739,-20316227120059560173664,14789560720338083495861,-4913981374126877765568,370421974694243102397,243446657532407660700,-70412009452767238975,1609814694148387956,2123477549948100613,-287960529631964580,-18614189163808296,6813744613423368,-221907170696493,-70910307317772,6364650417595,289685528280,-58654771532,660844896,259089194,-11004312,-481448,39204,-71,-48,1 # comp 3x8 (3*8) r=24
6260341,-27049654,-192459995,546175146,2059968315,-2991671116,-8541036767,4842121830,12784635703,-1573136326,-5879594598,188595362,1292146437,-6666952,-158162119,-352566,11456380,33486,-498296,-892,12718,8,-175,0,1 # comp 3x8 (3*8) r=24
3231479201693010736997376,0,-415314674703720701655840,0,23798055673556208365841,0,-802648451204286629022,0,17721302256796760025,0,-269530777900525212,0,2893906410012856,0,-22100190645554,0,119214602246,0,-443502800,0,1081760,0,-1556,0,1 # comp 12x2 (12*2) r=24
-3622157367814647,-5658900105988800,28531269087965712,44616112174216920,-17369142067160388,-28185487942929066,444132752538064,6387901119266760,997156107403206,-573012278231546,-169407861078072,12781369095030,9570241544813,571489875690,-218791295628,-32494954448,1272787155,557261148,24494036,-3275286,-359415,-3662,1092,60,1 # comp 2x12 (2*12) r=24
-2413043142907859,38705438356960214,52458766557635445,-496858284871743872,919607043140971787,-820381025655981636,401555641720664802,-100563866477206328,3827709615836036,4979508857029994,-1289984537317847,53413672975446,29807347999892,-5155539225144,3227231072,79792816236,-6661534547,-330384432,74844260,-1931566,-287047,19306,123,-42,1 # comp 4x6 (4*6) r=24
4203903254424371217,-769296269194379528886,10531132212588620421537,705588554376740431188,-2303277391609213904037,68151499403686091298,197677057306658895879,-21176075014177798194,-7537606643790052464,1427421147505894154,89150913727112882,-38862270639618350,1567984075770445,413988297729276,-46955415106098,-388672995538,345577892114,-18366133862,-442840334,82088940,-2780214,-25048,4181,-110,1 # comp 6x4 (6*4) r=24
28471678090915489,-279402311279862502,-397119257035831984,388132067310691348,580898655509949663,-62169812465774228,-203014486298871934,-14078570942041044,24464646970297194,2410029697329496,-1489297149964626,-137648768599892,52334525165587,3831725320948,-1103429499456,-57047329794,13905344206,479999638,-104264374,-2291954,453223,5790,-1050,-6,1 # comp 12x2 (12*2) r=24
113034371071716,1653943774503552,3582517129576624,-4288027399369536,-9478468038661580,-62047624887360,4630366068122200,771511816462560,-812170699293959,-110721600820224,84762017577856,3911125942080,-5453315019260,278142165120,186851035792,-27792761472,-1823947382,774827904,-56509040,-3826176,1021600,-86592,3928,-96,1 # comp 6x4 (6*4) r=24
4227136,0,-327249408,0,1550625120,0,-2648385040,0,2191432084,0,-989791388,0,259837429,0,-41047506,0,3947883,0,-228984,0,7723,0,-138,0,1 # comp 6x4 (6*4) r=24
3295347424028288,-5298752005490176,-117465903120905344,66047028691213056,143696450807785952,-79619678206565920,-52347356756493080,32267913809459440,6171519521082800,-5293934586454060,18748463622004,341251225721972,-28326354329918,-9146911871104,1179636357118,103413243717,-19835927933,-282946448,160069034,-3506754,-587674,28192,568,-59,1 # comp 3x8 (3*8) r=24
-33078862330002755136,87386817210026002752,-66061159314498655840,8806388338423469424,10391258520265930688,-4447354632384711456,42512260915663568,311464875241276792,-48874174748846936,-7590518048561360,2498695674938484,-1784880663288,-58300724739000,3780404230310,718022928056,-84369260035,-4248630941,906911442,1881742,-5350004,120832,16564,-622,-21,1 # comp 8x3 (8*3) r=24
-527872,1703936,14778112,-53831680,-75087488,422897920,-300058688,-407429248,479581120,146541824,-279924128,-21380032,86414128,370848,-15779168,232288,1769320,-25680,-121892,1072,4984,-16,-110,0,1 # comp 8x3 (8*3) r=24
654046250623294752,-2808622740628601136,-14954411984606911928,31250399745150837276,-21043187090652373852,4100703260332209392,1874415191098649936,-1176832760167716396,194828489634531098,19497726969508565,-11027807950009571,946439089019529,153764702253753,-32623036633415,327330052321,370956886229,-25297516511,-1545516737,225319967,-1721313,-773961,30339,667,-61,1 # comp 8x3 (8*3) r=24
13437283857884705474312,-3631153746373392346304,-4728545677323486044400,2496695970428662127104,-77850909243117565892,-202908388374217070768,43382620225274817088,2921443838727597536,-2112027863775229890,184583896729588528,31351715773614528,-7136913984375584,165706897710213,84942225409780,-8914356678326,-136929485948,80324082009,-4353945816,-163217124,27910984,-913185,-28620,3090,-92,1 # comp 4x6 (4*6) r=24
10646466831468377,121415688704324560,560022686715554020,1438902129722941184,2372995613880172476,2725620076929668920,2298330082284512756,1475225380826799048,739661443221285732,295210560618302752,95096703291540540,24973061547194216,5383053373880482,956388017107216,140278108388668,16970787330784,1687307158949,136934316824,8973628260,467211560,18863144,568936,12056,160,1 # comp 8x3 (8*3) r=24
-186446626984623601116,112062117587318818200,297844558365210933870,-328815542168385314718,47923037985847522071,80009688533594953956,-48348951134851933260,9197015771381240880,1226049494405898962,-989484126223059880,205860531441748158,-11880620193694670,-3508388913639977,968385552709722,-110822029856344,4445561904200,568924649700,-117437113502,11025422734,-671073414,28295693,-827206,16092,-188,1 # comp 12x2 (12*2) r=24
3436912172384793,-271446545958156,-970937654875874442,142383219234423408,403318771244463501,-56276897688308124,-64651147259681790,8354647650723948,5475562513282026,-638158533596280,-279546616551294,28617237762216,9202200905437,-802915959232,-201915598414,14465040840,2980339690,-166770608,-29187134,1185556,181417,-4716,-646,8,1 # comp 4x6 (4*6) r=24
2024201839682958102718051,-260283134592705150469226,-245289194036282986678698,29476500009944256942206,13471293155988112721419,-1488339090305380719134,-443300733276043002822,44201430733098310304,9731551068982461722,-857538798472048358,-150067660179854566,11409141642761138,1665969621771489,-106222463852178,-13408128533912,692229046888,77608436778,-3095796078,-314956172,9054382,850491,-15598,-1372,12,1 # comp 12x2 (12*2) r=24
561941179414768878408607,578526324951538627928684,212347026917711153903401,18449653902011544867854,-8944954999773116605444,-2599487358507169372810,-77948683714359759654,66752924492827440282,9454380518279757944,-400337126530043732,-192382755323555886,-9272798335361160,1628320615316795,194313893487492,-2720998854708,-1524514120740,-55709452330,5223995450,439728430,-1591438,-1256971,-36142,980,68,1 # comp 4x6 (4*6) r=24
7658871303292750450576,32208202776241925037144,31343782914516263962572,8959014225666254870112,-2533213194559705509648,-2177478356307208360668,-417373208825761659468,37539981058914359796,26928222443201522949,3261464593694758716,-258918175804177356,-105986172522709842,-8300809209043115,547895651473746,145585441177920,8665207337196,-250858385208,-63877975128,-3335089508,-5781966,7863945,439086,11868,168,1 # comp 8x3 (8*3) r=24
31041460944141345151,-179196073673921514951,217395235475562609349,-63440777290773533944,-44293565765235550026,34829395769308800893,-5305349502857141861,-2537409363663276470,1187097227129302231,-135180583250506947,-25296037587634509,9238434474860614,-814849793494403,-73994972008100,22802911247324,-1744916439994,-37327045230,16559273046,-1187292640,17609540,2747719,-216216,7508,-134,1 # comp 12x2 (12*2) r=24
185234387078394853072,280663135027448984640,-77817369398049517008,-479125694986171720736,-461357416820161537640,-189169945154284916728,7074508738036082376,54408090829676254808,35703617001068330198,14236302633082272682,4099027353647306767,906455901009713550,158657322769433349,22343391126196634,2553999803847011,237800755658654,18022282191941,1106390686598,54502304621,2121807266,63761543,1425614,22313,218,1 # comp 12x2 (12*2) r=24
-3091432590143496,-23494901357690376,-30234438229240342,-2812364184385063,15821423578516727,8754260294360517,-347318438125033,-1491329011297700,-294302408421695,82329241526934,33766899284004,-379996884822,-1604445094557,-135742614871,38239714721,6050051648,-415999826,-121807281,51895,1296343,43150,-7001,-373,15,1 # comp 3x8 (3*8) r=24
-418037100539024,138964738218144,3556451449196576,-754843494719760,-7737096967092476,47636579807616,4007477558763040,475526962529016,-727215280256672,-107810199071856,65090982764816,9138652523472,-3414921825059,-370763291208,114426286834,7325907120,-2460115301,-47540568,31949348,-598056,-216485,11136,466,-48,1 # comp 6x4 (6*4) r=24
-13825245039457863476176,-37662704763279371889408,939677085625108748832,15083024612566527715168,-2874749292645703749480,-1738417014494498363928,726528274547097897392,-46318326646623903760,-25130943689008893296,5956549365827148548,-235406092831032946,-97609242929419826,17390657560855305,-796558761926078,-109274491069384,20013654454176,-1303862364241,8776551536,5426665270,-503420530,25011391,-789038,15892,-188,1 # comp 4x6 (4*6) r=24
-448724,1201336,95375328,-657565308,-135620002,6895594508,-6363649997,-14238955428,17074780855,4479838548,-7923075284,-520062748,1662947062,19516676,-193405066,653460,13361920,-69708,-556544,1832,13648,-16,-181,0,1 # comp 8x3 (8*3) r=24
8413808649491271360,24372032479349644800,23322903099454034864,7122373269922456224,-2489378427219762252,-2400366268140965336,-509578716518759643,90174563043863248,63207055015106419,9113803923229272,-1170645954875146,-571295818549046,-60078836768928,5216023179454,1973491180265,167102592784,-7291042267,-2691073290,-211596500,-743312,1157702,102390,4435,102,1 # comp 4x6 (4*6) r=24
231059,-5789826,43156173,-117855576,28456863,369569520,-379301093,-362609160,532508476,138454950,-314821630,-17875404,98457195,-1086870,-18041338,485412,2011480,-45324,-136302,1740,5416,-24,-115,0,1 # comp 8x3 (8*3) r=24
450231951206744064,1725087372793233408,449849562387443712,-3294826109169684480,-1971169084282572288,1553650293660370176,1084793488728595904,-221992036760195264,-185547483638371952,10087098219788976,12631206768754116,-15836028291572,-390940761387623,-11997820832472,6010022684310,323094164100,-46330288153,-3438061616,168923904,17789124,-175169,-44776,-474,44,1 # comp 2x12 (2*12) r=24
1545436291552335025,13759172429990369400,-3504733816056837840,-25551084639337265040,8081756868940096310,13447211658670499818,-6251330328267324272,-1432299844496101170,1028870385638184822,-13514677163983724,-55712121307159473,5298096838220332,1113751538725263,-179857994667306,-5062466391069,2233683009274,-75332571871,-9828510598,735825925,6731286,-2091525,48610,1529,-82,1 # comp 2x12 (2*12) r=24
-1292975285780921214244848,1374606526066444199746272,2287401348069758118439904,-442039809223485753658784,-1749776072981286722746848,-1058310638173347966212304,-298177147372150109685912,-28619255583247390813072,9545525080712628109736,4768636454275400884108,1130704671053032598148,183509170389079611980,22389801395530426943,2137868945176655494,163037603991570364,10031832293758222,499761243517291,20117466978488,649543842484,16592408160,327916333,4837238,50148,326,1 # comp 8x3 (8*3) r=24
24635462323035249,954547591921184610,1827444543483075804,-7950909630722719356,5913400092089278431,843764650268931726,-2398059765710488164,789922156365953520,47802723141747727,-81379689644016978,16624861275019426,-94782436025934,-436885847521241,57900354447630,705917994766,-815745192210,64017369565,1610717196,-534070298,27705600,388027,-107166,5176,-114,1 # comp 3x8 (3*8) r=24
2314407450946198500,1199172688221005100,-3762410788296312426,-1064844939771938538,1685938855861308087,469227810524185980,-305980667764224171,-105388602293559588,21304706441028717,11490097487768484,62316561388227,-569640465231036,-72293937407954,9113806795894,2841780731852,136433836716,-30328419830,-4888288912,-187265330,20596100,3121273,192324,6602,124,1 # comp 12x2 (12*2) r=24
1185921,0,-24628824,0,180205380,0,-539351076,0,588135780,0,-318452924,0,97510486,0,-17869872,0,2002940,0,-136612,0,5460,0,-116,0,1 # comp 6x4 (6*4) r=24
11449,0,-1065128,0,8113790,0,-23637572,0,33067713,0,-24399472,0,10325190,0,-2641932,0,418702,0,-41004,0,2396,0,-76,0,1 # comp 4x6 (4*6) r=24
-13302048728478327,-9504011014991598,51877640103514860,41464125716495382,-38089600092475337,-43476043889097826,-3314310738078524,7949903961365680,1923124375494422,-512375180595206,-187737251410948,14166499907122,8565841554995,-131461560158,-223079542204,-1713827384,3567408806,53902534,-35594884,-530258,215111,2362,-716,-4,1 # comp 4x6 (4*6) r=24
277041889017627,11139047288166660,2581653302052268,-17786634114415822,-4249499838274258,8501240860268288,1885737469322665,-1865713545072166,-367935503473587,223055971221600,37308846328972,-15741783572052,-2096539537831,680147171792,65629504610,-18185047226,-1089476323,297565608,8117857,-2852768,-2887,14516,-273,-30,1 # comp 4x6 (4*6) r=24
1214283236233896,5815629457059276,-14449637871080352,-17538827566573557,16313360364958419,25594902935502021,6822608546363091,-3600554551268250,-2323553346944339,-211307166451794,152036984906584,44490339646116,312963103627,-1658932940991,-237701004407,10077151992,5583969706,414558231,-26709899,-5961225,-270950,11607,1717,69,1 # comp 8x3 (8*3) r=24
-394705535482177884,-1653706401487656804,-1342609644118056471,977892424282750590,759609879734736658,-201107082928967110,-160033263916531343,15739720511951248,17066970038912606,-18813117276104,-993288338133481,-66165449038904,30975366883376,3865420912846,-451951522792,-96348997700,830963519,1136618656,53311736,-5231684,-543457,-4136,1414,68,1 # comp 2x12 (2*12) r=24
-474370576126309,37138052108302284,7393337993927067150,19116156748066776876,15056073914460308224,1381483007055224702,-2620568827435252138,-559904461771916752,198663675004626333,45034978231173250,-8909289912731902,-1653372037476422,248982654646937,31728926900210,-4187510275272,-340001701092,41849383738,2076377208,-246256808,-7033602,825077,12034,-1436,-8,1 # comp 3x8 (3*8) r=24
-5164719545566226573,-5836655352785137699,4142106471449949511,4083697918177977819,-1858145755674627931,-850088560192880299,388337685693389932,70233805718052529,-39955492135379762,-1869387028496468,2140807308971685,-43351965530783,-63325530406548,3659416419681,1073540867047,-89566719922,-10364200931,1116903222,51804647,-7633582,-78986,27106,-308,-39,1 # comp 3x8 (3*8) r=24
9703225,0,-109908560,0,427827954,0,-733444558,0,656315853,0,-334123376,0,101363719,0,-18714046,0,2110156,0,-143446,0,5657,0,-118,0,1 # comp 6x4 (6*4) r=24
4643168,26306176,-119333232,-146220224,605658740,221021792,-1177700520,-96174656,1101400492,-25183856,-555475720,31581760,160848569,-9460416,-27722552,1282208,2894947,-85776,-182040,2720,6643,-32,-128,0,1 # comp 8x3 (8*3) r=24
-12079724397425347,20031512145941634,186845627078234083,-553159466493906448,373538541475367981,270497406407889552,-518588557382595915,304358108106452374,-81507487420940784,3582261691315544,4278733583045502,-1322374740025746,139090501406191,12985617401638,-6100459152430,814566463602,-31315335692,-6392466870,1296642682,-125390268,7738082,-319502,8615,-138,1 # comp 4x6 (4*6) r=24
165054567750764206121857,-108406707502655229814080,-264471735644833392157056,417748301059682039862800,-259697916050095338679520,77672737863494098140500,-1630978901583748554950,-8977955655507374323194,4481622539394913444814,-1314893877593784612456,276938108815568122694,-44764838485238973418,5732131358448949794,-591463945021692702,49626813966475691,-3398569025518234,189846909335157,-8609492676044,314021004430,-9073101660,202850138,-3382774,39591,-290,1 # comp 2x12 (2*12) r=24
-61016704902848997,-82355296503245868,7288601947208358858,9895495988144818800,-3276057582664525707,-11549105526745157970,-6843887548305014166,-1013536119359026878,595138726394249836,332162162159655640,63338186905720398,-807501845300144,-3142038186114665,-784835559018636,-104366385732884,-7537084984802,-60441818478,52151278726,6615107200,465941388,21729367,688336,14340,178,1 # comp 12x2 (12*2) r=24
-3368,9024,571080,1161600,-14208180,-53021280,-3110216,183301776,172347954,-101054744,-155408382,18686256,59815649,-342864,-12589560,-265472,1555749,29016,-113734,-1152,4803,16,-108,0,1 # comp 3x8 (3*8) r=24
2082145029769591,73450418928534,-3844391081836986,1394699555182662,2173659550285903,-1538695913196330,-247530606627726,537567310573704,-130400676465194,-55227340614942,37681927564906,-5249102535918,-2179415472535,1102249782342,-176986192076,-11678135040,11770661586,-2873535426,426093440,-43424298,3129475,-157806,5320,-108,1 # comp 2x12 (2*12) r=24
23448500439765,-108754155124103,-293545816636380,416260820632443,978167006568533,208762959352492,-580355147166579,-435110383519178,-25220437237961,100863363042941,53234838214951,10271107357462,-598151627035,-705003317664,-136560883180,-5952356716,1901906563,336504951,12902988,-2016898,-253523,-6238,632,48,1 # comp 8x3 (8*3) r=24
8511844902852864,-19231794460207808,-169207428783251520,-179554883690794536,69881698159681140,86182124536007682,-13722905677958095,-15838472135327902,1744267906831485,1467053535598918,-140620816853515,-75265217695248,6596778671787,2287567995000,-183307643922,-42592248578,3108539620,486428664,-32454958,-3291598,203202,12000,-697,-18,1 # comp 6x4 (6*4) r=24
-6451209582191308,-27636026256546112,740484168317716434,-1275386734780981046,702413600352258261,60413994267172074,-232444959844259852,98802392547349500,-9812670148051013,-5287547923603440,2017978530057826,-215947152068914,-27258905997051,9994780060514,-824263828476,-63382999016,17477110965,-991490424,-60804518,11034774,-441545,-15294,2092,-76,1 # comp 4x6 (4*6) r=24
-84112006550123,-690925287139052,-2188364779637777,-3477923662262448,-2837115366300580,-782892690274142,579489011338012,605065387112648,189422464830556,-15600908361640,-29085420091356,-7803677864920,-11344391283,462171498642,105974797618,4781855512,-2163849998,-467876934,-32273137,2065756,621883,58898,3019,84,1 # comp 3x8 (3*8) r=24
8874849299467103213193,13019851700633801364480,-1826646176592972813888,-10454191558442352051840,-5768404264000995711408,-647934096340162329264,527451091763797573034,245442048880266916080,36601772896244251926,-3744074809943869584,-2616345553408944462,-500620303403087520,-39510824445724197,2845464411740640,1260594467609382,191588705349648,18831637315215,1336699515552,70921103136,2831537616,84155535,1809312,26622,240,1 # comp 12x2 (12*2) r=24
13734558399546884,-152055784956967500,-25040413115958750,242532741609800750,41246082503850975,-105655021781732352,-18176418818639196,19265777395676928,3146403451677918,-1775441290535596,-267543735667158,90311377102758,12510754756083,-2663277534618,-339577636308,46623632648,5467488456,-485282082,-52222890,2916822,287805,-9274,-840,12,1 # comp 12x2 (12*2) r=24
4705662391,-679566810,-41547833162,-50740470670,46625288433,133181952670,70295556728,-51392207520,-79968799376,-27842937450,13058439302,15338332710,4675642157,-729992190,-1051438384,-347520960,-29926124,17382090,8144602,1851250,268025,25850,1620,60,1 # comp 12x2 (12*2) r=24
